Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
7,"AI Volokitin","Casimir friction force between a SiO2 probe and a graphene-coated SiO2 substrate",2016,"JETP letters","Springer","https://link.springer.com/article/10.1134/S0021364016190139","https://scholar.google.com/scholar?cites=9890136747280147368&as_sdt=5,33&sciodt=0,33&hl=en&num=20",362,"2018-12-02","","","","",,,,,7,3.50,7,1,2
5,"RL Chen","Radiative Heat Transfer Between Two Closely-Space Plates",2005,"43rd AIAA Aerospace Sciences Meeting and Exhibit","arc.aiaa.org","https://arc.aiaa.org/doi/pdf/10.2514/6.2005-960","https://scholar.google.com/scholar?cites=8249875353982985709&as_sdt=5,33&sciodt=0,33&hl=en&num=20",363,"2018-12-02","","","","",,,,,5,0.38,5,1,13
5,"Y Tsurimaki, PO Chapuis, J Okajima, A Komiya…","Coherent regime and far-to-near-field transition for radiative heat transfer",2017,"Journal of Quantitative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S002240731630276X","https://scholar.google.com/scholar?cites=8150687031427893532&as_sdt=5,33&sciodt=0,33&hl=en&num=20",364,"2018-12-02","HTML","","","",,,,,5,5.00,1,5,1
11,"B Zhao, K Chen, S Buddhiraju, G Bhatt, M Lipson…","High-performance near-field thermophotovoltaics for waste heat recovery",2017,"Nano Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211285517306006","https://scholar.google.com/scholar?cites=4018038524137716695&as_sdt=5,33&sciodt=0,33&hl=en&num=20",365,"2018-12-02","HTML","","","",,,,,11,11.00,2,6,1
5,"D Ding, AJ Minnich","Selective radiative heating of nanostructures using hyperbolic metamaterials",2015,"Optics express","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-23-7-A299","https://scholar.google.com/scholar?cites=4621890293041708538&as_sdt=5,33&sciodt=0,33&hl=en&num=20",366,"2018-12-02","","","","",,,,,5,1.67,3,2,3
8,"Y Yang, L Wang","Electrically-controlled near-field radiative thermal modulator made of graphene-coated silicon carbide plates",2017,"Journal of Quantitative Spectroscopy and Radiative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407316300711","https://scholar.google.com/scholar?cites=7015252838819344143&as_sdt=5,33&sciodt=0,33&hl=en&num=20",367,"2018-12-02","HTML","","","",,,,,8,8.00,4,2,1
5,"N Zhou, X Xu","Metamaterial-based perfect absorbers for efficiently enhancing near field radiative heat transfer",2015,"Journal of Quantitative Spectroscopy and Radiative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407315002939","https://scholar.google.com/scholar?cites=14733246822985960344&as_sdt=5,33&sciodt=0,33&hl=en&num=20",368,"2018-12-02","HTML","","","",,,,,5,1.67,3,2,3
5,"BNJ Persson, T Kato, H Ueba, AI Volokitin","Vibrational heating of molecules adsorbed on insulating surfaces using localized photon tunneling",2007,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.75.193404","https://scholar.google.com/scholar?cites=7322740740743269063&as_sdt=5,33&sciodt=0,33&hl=en&num=20",369,"2018-12-02","","","","",,,,,5,0.45,1,4,11
6,"I Latella, SA Biehs, R Messina, AW Rodriguez…","Ballistic near-field heat transport in dense many-body systems",2018,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.97.035423","https://scholar.google.com/scholar?cites=17432943088128664262&as_sdt=5,33&sciodt=0,33&hl=en&num=20",370,"2018-12-02","","","","",,,,,6,6.00,1,5,1
9,"ГВ Дедков, АА Кясов","Флуктуационно-электромагнитное взаимодействие нейтральной частицы с плоской поверхностью при перпендикулярном движении",2009,"Физика твердого тела","journals.ioffe.ru","http://journals.ioffe.ru/ftt/2009/01/p3-27.pdf","https://scholar.google.com/scholar?cites=14629634377485063321&as_sdt=5,33&sciodt=0,33&hl=en&num=20",371,"2018-12-02","PDF","","","",,,,,9,1.00,5,2,9
4,"A Narayanaswamy, DZ Chen…","Near-field radiative energy transfer between two spheres",2006,"ASME 2006 …","… .asmedigitalcollection.asme.org","https://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1605111","https://scholar.google.com/scholar?cites=9664153681400786479&as_sdt=5,33&sciodt=0,33&hl=en&num=20",372,"2018-12-02","","","","",,,,,4,0.33,1,3,12
4,"K Kloppstech, N Könne, L Worbes…","Dancing the tight rope on the nanoscale—Calibrating a heat flux sensor of a scanning thermal microscope",2015,"Review of Scientific …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4935586","https://scholar.google.com/scholar?cites=9165076007943616150&as_sdt=5,33&sciodt=0,33&hl=en&num=20",373,"2018-12-02","","","","",,,,,4,1.33,1,4,3
5,"KP Sinha, A Meulenberg, PL Hagelstein","Quantum-coupling between closely-spaced surfaces via transverse photons",2006,"arXiv preprint cond-mat …","arxiv.org","https://arxiv.org/abs/cond-mat/0606184","https://scholar.google.com/scholar?cites=3980552381613913845&as_sdt=5,33&sciodt=0,33&hl=en&num=20",374,"2018-12-02","","","","",,,,,5,0.42,2,3,12
6,"BV Budaev, DB Bogy","On thermal radiation across nanoscale gaps",2015,"Zeitschrift für angewandte Mathematik und Physik","Springer","https://link.springer.com/article/10.1007/s00033-015-0502-5","https://scholar.google.com/scholar?cites=8309893413581572481&as_sdt=5,33&sciodt=0,33&hl=en&num=20",375,"2018-12-02","","","","",,,,,6,2.00,3,2,3
4,"PO Chapuis, JJ Greffet, S Volz","Near field radiative heat transfer between a sphere and a surface",2006,"International Heat Transfer …","dl.begellhouse.com","http://www.dl.begellhouse.com/references/IHTC13,2b4fb4a57518c448,0f1ce64d32f31fce.html","https://scholar.google.com/scholar?cites=10982401715252463802&as_sdt=5,33&sciodt=0,33&hl=en&num=20",376,"2018-12-02","","","","",,,,,4,0.33,1,3,12
7,"AI Volokitin, BNJ Persson","Electromagnetic Fluctuations at the Nanoscale",2017,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-662-53474-8.pdf","https://scholar.google.com/scholar?cites=15337283457595641027&as_sdt=5,33&sciodt=0,33&hl=en&num=20",377,"2018-12-02","BOOK","","","",,,,,7,7.00,4,2,1
4,"M Arik, J Bray, S Weaver","Solid state thermotunneling systems for power generation",2010,"Nanoscience and Nanotechnology …","ingentaconnect.com","https://www.ingentaconnect.com/content/asp/nnl/2010/00000002/00000002/art00022","https://scholar.google.com/scholar?cites=17919613663878407381&as_sdt=5,33&sciodt=0,33&hl=en&num=20",378,"2018-12-02","","","","",,,,,4,0.50,1,3,8
4,"GV Dedkov, AA Kyasov","Conservative—dissipative interaction forces and heating caused by a fluctuation electromagnetic field: Two plates in a nonrelativistic relative motion",2010,"Physics of the Solid State","Springer","https://link.springer.com/article/10.1134/S1063783410020307","https://scholar.google.com/scholar?cites=747525977118108470&as_sdt=5,33&sciodt=0,33&hl=en&num=20",379,"2018-12-02","","","","",,,,,4,0.50,2,2,8
7,"GV Dedkov, AA Kyasov","Fluctuation-electromagnetic interaction under dynamic and thermal nonequilibrium conditions",2017,"Physics-Uspekhi","iopscience.iop.org","http://iopscience.iop.org/article/10.3367/UFNe.2016.12.038006/meta","https://scholar.google.com/scholar?cites=6349410873532809091&as_sdt=5,33&sciodt=0,33&hl=en&num=20",380,"2018-12-02","","","","",,,,,7,7.00,4,2,1
6,"G Barton","Classical van der Waals heat flow between oscillators and between half-spaces",2015,"Journal of Physics: Condensed Matter","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/0953-8984/27/21/214005/meta","https://scholar.google.com/scholar?cites=4410836294580531891&as_sdt=5,33&sciodt=0,33&hl=en&num=20",381,"2018-12-02","","","","",,,,,6,2.00,6,1,3
4,"C Fu","Radiative properties of emerging materials and radiation heat transfer at the nanoscale",2004,"","smartech.gatech.edu","https://smartech.gatech.edu/handle/1853/4941","https://scholar.google.com/scholar?cites=15475324772552868727&as_sdt=5,33&sciodt=0,33&hl=en&num=20",382,"2018-12-02","","","","",,,,,4,0.29,4,1,14
4,"U Dillner","Can Thermotunneling Improve the Currently Realized Thermoelectric Conversion Efficiency?",2010,"Journal of electronic materials","Springer","https://link.springer.com/article/10.1007/s11664-010-1243-z","https://scholar.google.com/scholar?cites=4877003068955994696&as_sdt=5,33&sciodt=0,33&hl=en&num=20",383,"2018-12-02","","","","",,,,,4,0.50,4,1,8
4,"D Stops","Size effect on thermal conductivity in thin aluminium films",1980,"Thin Solid Films","adsabs.harvard.edu","http://adsabs.harvard.edu/abs/1980TSF....67L..43S","https://scholar.google.com/scholar?cites=8180414059041191329&as_sdt=5,33&sciodt=0,33&hl=en&num=20",384,"2018-12-02","CITATION","","","",,,,,4,0.11,4,1,38
6,"R Esquivel-Sirvent","Ultra thin metallic coatings to control near field radiative heat transfer",2016,"AIP Advances","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4963297","https://scholar.google.com/scholar?cites=9071969460765334714&as_sdt=5,33&sciodt=0,33&hl=en&num=20",385,"2018-12-02","","","","",,,,,6,3.00,6,1,2
4,"C Khandekar, AW Rodriguez","Near-field thermal upconversion and energy transfer through a Kerr medium",2017,"Optics express","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-25-19-23164","https://scholar.google.com/scholar?cites=11142471137187860917&as_sdt=5,33&sciodt=0,33&hl=en&num=20",386,"2018-12-02","","","","",,,,,4,4.00,2,2,1
4,"E Blandre, PO Chapuis, M Francoeur, R Vaillon","Spatial and spectral distributions of thermal radiation emitted by a semi-infinite body and absorbed by a flat film",2015,"AIP Advances","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4919931","https://scholar.google.com/scholar?cites=11298946042969069150&as_sdt=5,33&sciodt=0,33&hl=en&num=20",387,"2018-12-02","","","","",,,,,4,1.33,1,4,3
4,"GV Dedkov, AA Kyasov","Radiative heat exchange of spherical particles with metal and insulator plates",2011,"Surface Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0039602810004711","https://scholar.google.com/scholar?cites=12876057656223757222&as_sdt=5,33&sciodt=0,33&hl=en&num=20",388,"2018-12-02","HTML","","","",,,,,4,0.57,2,2,7
4,"C Lin, B Wang, KH Teo","Application of coupled mode theory on radiative heat transfer between layered Lorentz materials",2017,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4983021","https://scholar.google.com/scholar?cites=15976395883970423194&as_sdt=5,33&sciodt=0,33&hl=en&num=20",389,"2018-12-02","","","","",,,,,4,4.00,1,3,1
4,"HP Baltes","SMALL PARTICLES-DYNAMIC PROPERTIES OF LATTICEPHONONS IN SMALL PARTICLES",1977,"Le Journal de Physique Colloques","EDP Sciences","","https://scholar.google.com/scholar?cites=9435026371496287884&as_sdt=5,33&sciodt=0,33&hl=en&num=20",390,"2018-12-02","CITATION","","","",,,,,4,0.10,4,1,41
4,"M Mayyas","Comprehensive thermal modeling of electrothermoelastic microstructures",2012,"Actuators","mdpi.com","https://www.mdpi.com/2076-0825/1/1/21htm","https://scholar.google.com/scholar?cites=14463205328648818561&as_sdt=5,33&sciodt=0,33&hl=en&num=20",391,"2018-12-02","HTML","","","",,,,,4,0.67,4,1,6
7,"SA Biehs, P Ben-Abdallah","Near-field heat transfer between multilayer hyperbolic metamaterials",2017,"Zeitschrift für Naturforschung A","degruyter.com","https://www.degruyter.com/view/j/zna.2017.72.issue-2/zna-2016-0351/zna-2016-0351.xml","https://scholar.google.com/scholar?cites=16291389807899880667&as_sdt=5,33&sciodt=0,33&hl=en&num=20",392,"2018-12-02","","","","",,,,,7,7.00,4,2,1
7,"A Wang, Z Zheng, Y Xuan","Near-field radiative thermal control with graphene covered on different materials",2016,"Journal of Quantitative Spectroscopy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407316300395","https://scholar.google.com/scholar?cites=8192795282717311586&as_sdt=5,33&sciodt=0,33&hl=en&num=20",393,"2018-12-02","HTML","","","",,,,,7,3.50,2,3,2
5,"J Ordonez-Miranda, K Joulain…","Photonic thermal diode based on superconductors",2017,"Journal of Applied …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4991516","https://scholar.google.com/scholar?cites=16775399684362507683&as_sdt=5,33&sciodt=0,33&hl=en&num=20",394,"2018-12-02","","","","",,,,,5,5.00,2,3,1
5,"J Dong, J Zhao, L Liu","Radiative heat transfer in many-body systems: Coupled electric and magnetic dipole approach",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.95.125411","https://scholar.google.com/scholar?cites=15005362851898553364&as_sdt=5,33&sciodt=0,33&hl=en&num=20",395,"2018-12-02","","","","",,,,,5,5.00,2,3,1
3,"TG Philbin, U Leonhardt","Casimir-Lifshitz force between moving plates at different temperatures",2009,"arXiv preprint arXiv:0904.2148","arxiv.org","https://arxiv.org/abs/0904.2148","https://scholar.google.com/scholar?cites=14186169876565767013&as_sdt=5,33&sciodt=0,33&hl=en&num=20",396,"2018-12-02","","","","",,,,,3,0.33,2,2,9
6,"J Dong, JM Zhao, LH Liu","Near-field radiative heat transfer between clusters of dielectric nanoparticles",2017,"Journal of Quantitative Spectroscopy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407316304940","https://scholar.google.com/scholar?cites=15167857962941521297&as_sdt=5,33&sciodt=0,33&hl=en&num=20",397,"2018-12-02","HTML","","","",,,,,6,6.00,2,3,1
6,"R Messina, P Ben-Abdallah, B Guizal, M Antezza","Graphene-based amplification and tuning of near-field radiative heat transfer between dissimilar polar materials",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.96.045402","https://scholar.google.com/scholar?cites=4774691895868455980&as_sdt=5,33&sciodt=0,33&hl=en&num=20",398,"2018-12-02","","","","",,,,,6,6.00,2,4,1
3,"AI Volokitin, BNJ Persson","Near-field radiative heat transfer and van der Waals friction between closely spaced graphene and amorphous SiO2",2011,"Journal of Physics: Conference …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/1742-6596/291/1/012018/meta","https://scholar.google.com/scholar?cites=16103673213052788301&as_sdt=5,33&sciodt=0,33&hl=en&num=20",399,"2018-12-02","","","","",,,,,3,0.43,2,2,7
3,"PJ van Zwol, K Joulain, PB Abdallah, JJ Greffet…","Fast heat flux modulation at the nanoscale",2011,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1104.2994","https://scholar.google.com/scholar?cites=1345793661333020379&as_sdt=5,33&sciodt=0,33&hl=en&num=20",400,"2018-12-02","","","","",,,,,3,0.43,1,5,7
5,"T Zhou, CC Song, TB Wang, WX Liu, JT Liu, TB Yu…","Enhancement of near-field radiative heat transfer via multiple coupling of surface waves with graphene plasmon",2017,"AIP …","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4984925","https://scholar.google.com/scholar?cites=7541877623337564546&as_sdt=5,33&sciodt=0,33&hl=en&num=20",401,"2018-12-02","","","","",,,,,5,5.00,1,7,1
4,"P Wikus","Dilution refrigeration of multi-ton cold masses",2007,"","cds.cern.ch","http://cds.cern.ch/record/1036217","https://scholar.google.com/scholar?cites=16280567011790744394&as_sdt=5,33&sciodt=0,33&hl=en&num=20",402,"2018-12-02","","","","",,,,,4,0.36,4,1,11
3,"Y Zhang, HL Yi, HP Tan","Near-field radiative heat transfer between black phosphorus sheets via anisotropic surface plasmon polaritons",2018,"ACS Photonics","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsphotonics.8b00776","https://scholar.google.com/scholar?cites=1375412649262227653&as_sdt=5,33&sciodt=0,33&hl=en&num=20",403,"2018-12-02","","","","",,,,,3,3.00,1,3,1
4,"I Latella, P Ben-Abdallah, SA Biehs, M Antezza…","Radiative heat transfer and nonequilibrium Casimir-Lifshitz force in many-body systems with planar geometry",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.95.205404","https://scholar.google.com/scholar?cites=5110772507491702229&as_sdt=5,33&sciodt=0,33&hl=en&num=20",404,"2018-12-02","","","","",,,,,4,4.00,1,5,1
3,"A Narayanaswamy, J Mayo","Minimum radiative heat transfer between two metallic half-spaces due to propagating waves",2016,"Journal of Quantitative Spectroscopy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407316302758","https://scholar.google.com/scholar?cites=1510767500334598463&as_sdt=5,33&sciodt=0,33&hl=en&num=20",405,"2018-12-02","HTML","","","",,,,,3,1.50,2,2,2
3,"GV Dedkov, AA Kyasov","Radiative heat exchange between spherical particles caused by fluctuation electromagnetic field",2010,"Technical Physics Letters","Springer","https://link.springer.com/article/10.1134/S1063785010040103","https://scholar.google.com/scholar?cites=9296749871855174394&as_sdt=5,33&sciodt=0,33&hl=en&num=20",406,"2018-12-02","","","","",,,,,3,0.38,2,2,8
3,"E Tervo, E Bagherisereshki, Z Zhang","Near-field radiative thermoelectric energy converters: a review",2018,"Frontiers in Energy","Springer","https://link.springer.com/article/10.1007/s11708-017-0517-z","https://scholar.google.com/scholar?cites=14858753801878139180&as_sdt=5,33&sciodt=0,33&hl=en&num=20",407,"2018-12-02","","","","",,,,,3,3.00,1,3,1
3,"Y Tan, B Liu, S Shen, Z Yu","Enhancing radiative energy transfer through thermal extraction",2016,"Nanophotonics","degruyter.com","https://www.degruyter.com/view/j/nanoph.2016.5.issue-1/nanoph-2016-0008/nanoph-2016-0008.xml","https://scholar.google.com/scholar?cites=8284739823471080727&as_sdt=5,33&sciodt=0,33&hl=en&num=20",408,"2018-12-02","","","","",,,,,3,1.50,1,4,2
7,"C Lin, B Wang, KH Teo, Z Zhang","Near-field enhancement of thermoradiative devices",2017,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.5007036","https://scholar.google.com/scholar?cites=9765223782083156696&as_sdt=5,33&sciodt=0,33&hl=en&num=20",409,"2018-12-02","","","","",,,,,7,7.00,2,4,1
3,"H Iizuka, S Fan","Temporal coupled mode theory linking to surface-wave dispersion relations in near-field electromagnetic heat transfer",2016,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4967832","https://scholar.google.com/scholar?cites=1129662975118324660&as_sdt=5,33&sciodt=0,33&hl=en&num=20",410,"2018-12-02","","","","",,,,,3,1.50,2,2,2
5,"M Nikbakht","Radiative heat transfer in fractal structures",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.96.125436","https://scholar.google.com/scholar?cites=7099811051255979756&as_sdt=5,33&sciodt=0,33&hl=en&num=20",411,"2018-12-02","","","","",,,,,5,5.00,5,1,1
4,"B Müller, R Incardone, M Antezza, T Emig, M Krüger","Many-body heat radiation and heat transfer in the presence of a nonabsorbing background medium",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.95.085413","https://scholar.google.com/scholar?cites=6913698045499687737&as_sdt=5,33&sciodt=0,33&hl=en&num=20",412,"2018-12-02","","","","",,,,,4,4.00,1,5,1
6,"J Drevillon","Design ab-initio de matériaux micro et nanostructurés pour l'émission thermique cohérente en champ proche et en champ lointain",2007,"","tel.archives-ouvertes.fr","https://tel.archives-ouvertes.fr/tel-00250350/","https://scholar.google.com/scholar?cites=15632094121954010580&as_sdt=5,33&sciodt=0,33&hl=en&num=20",413,"2018-12-02","","","","",,,,,6,0.55,6,1,11
5,"PO Chapuis","Contribution à l'étude des transferts thermiques à l'échelle nanométrique: interaction pointe-surface",2007,"","tel.archives-ouvertes.fr","https://tel.archives-ouvertes.fr/tel-00297665/","https://scholar.google.com/scholar?cites=8887117374489391960&as_sdt=5,33&sciodt=0,33&hl=en&num=20",414,"2018-12-02","","","","",,,,,5,0.45,5,1,11
5,"ГВ Дедков, АА Кясов","Флуктуационно-электромагнитное взаимодействие движущихся тел",2009,"Наноструктуры. Математическая физика и …","nano-journal.ru","http://nano-journal.ru/images/3/30/Nano@0101dedkovKyasov.pdf","https://scholar.google.com/scholar?cites=5118147328347421195&as_sdt=5,33&sciodt=0,33&hl=en&num=20",415,"2018-12-02","PDF","","","",,,,,5,0.56,3,2,9
4,"韩茂华, 梁新刚","球形粒子的近场辐射换热研究",2007,"工程热物理学报","cqvip.com","http://www.cqvip.com/qk/90922x/200701/23680944.html","https://scholar.google.com/scholar?cites=6452516107115183242&as_sdt=5,33&sciodt=0,33&hl=en&num=20",416,"2018-12-02","","","","",,,,,4,0.36,2,2,11
4,"G Yin, J Yang, Y Ma","Near-field heat transfer between graphene monolayers: Dispersion relation and parametric analysis",2016,"Applied Physics Express","iopscience.iop.org","http://iopscience.iop.org/article/10.7567/APEX.9.122001/meta","https://scholar.google.com/scholar?cites=5110477956777911510&as_sdt=5,33&sciodt=0,33&hl=en&num=20",417,"2018-12-02","","","","",,,,,4,2.00,1,3,2
2,"J Li, B Liu, S Shen","Tunable narrow-band near-field thermal emitters based on resonant metamaterials",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.96.075413","https://scholar.google.com/scholar?cites=3975014399101618080&as_sdt=5,33&sciodt=0,33&hl=en&num=20",418,"2018-12-02","","","","",,,,,2,2.00,1,3,1
4,"HS Choe, J Suh, C Ko, K Dong, S Lee, J Park, Y Lee…","Enhancing Modulation of Thermal Conduction in Vanadium Dioxide Thin Film by Nanostructured Nanogaps",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-07466-4","https://scholar.google.com/scholar?cites=2871432585478423784&as_sdt=5,33&sciodt=0,33&hl=en&num=20",419,"2018-12-02","HTML","","","",,,,,4,4.00,1,8,1
2,"P Ben-Abdallah, F Marquier, JJ Greffet","Controlling Thermal Radiation with Surface Waves",2013,"Plasmonics: Theory and …","Springer","https://link.springer.com/chapter/10.1007/978-94-007-7805-4_8","https://scholar.google.com/scholar?cites=16442432551247061869&as_sdt=5,33&sciodt=0,33&hl=en&num=20",420,"2018-12-02","","","","",,,,,2,0.40,1,3,5
2,"C Henkel","Nanoscale Thermal Transfer–An Invitation to Fluctuation Electrodynamics",2017,"Zeitschrift für Naturforschung A","degruyter.com","https://www.degruyter.com/view/j/zna.2017.72.issue-2/zna-2016-0372/zna-2016-0372.xml?intcmp=trendmd","https://scholar.google.com/scholar?cites=15193922228972856409&as_sdt=5,33&sciodt=0,33&hl=en&num=20",421,"2018-12-02","","","","",,,,,2,2.00,2,1,1
3,"K Joulain, Y Ezzahri, R Carminati","Thermal emission by a subwavelength aperture",2016,"Journal of Quantitative Spectroscopy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407315301412","https://scholar.google.com/scholar?cites=15241246936305200199&as_sdt=5,33&sciodt=0,33&hl=en&num=20",422,"2018-12-02","HTML","","","",,,,,3,1.50,1,3,2
2,"S Basu","Near-field radiative energy transfer at nanometer distances",2009,"","smartech.gatech.edu","https://smartech.gatech.edu/handle/1853/31777","https://scholar.google.com/scholar?cites=22360369817520987&as_sdt=5,33&sciodt=0,33&hl=en&num=20",423,"2018-12-02","","","","",,,,,2,0.22,2,1,9
2,"Y Tsurimaki, PO Chapuis, J Okajima…","Transition from the incoherent to the coherent regime for propagative-wave based thermal radiation",2016,"Journal of Physics …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/1742-6596/676/1/012023/meta","https://scholar.google.com/scholar?cites=13326833120502865905&as_sdt=5,33&sciodt=0,33&hl=en&num=20",424,"2018-12-02","","","","",,,,,2,1.00,1,4,2
2,"A Alwakil, M Zerrad, M Bellieud, D Veynante…","Transformational fluctuation electrodynamics: application to thermal radiation illusion",2017,"Optics …","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=OE-25-15-17343","https://scholar.google.com/scholar?cites=17025853822937950048&as_sdt=5,33&sciodt=0,33&hl=en&num=20",425,"2018-12-02","","","","",,,,,2,2.00,0,5,1
2,"C Fu, ZM Zhang","Prediction of nanoscale radiative heat transfer between silicon and silicon or another material",2004,"ASME 2004 Heat Transfer …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1651112","https://scholar.google.com/scholar?cites=9496866888751373064&as_sdt=5,33&sciodt=0,33&hl=en&num=20",426,"2018-12-02","","","","",,,,,2,0.14,1,2,14
3,"E Blandre, M Shimizu, A Kohiyama, H Yugami…","Spectrally shaping high-temperature radiators for thermophotovoltaics using Mo-HfO2 trilayer-on-substrate structures",2018,"Optics …","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-26-4-4346","https://scholar.google.com/scholar?cites=12674854267922890218&as_sdt=5,33&sciodt=0,33&hl=en&num=20",427,"2018-12-02","","","","",,,,,3,3.00,1,5,1
2,"I Latella, A Pérez-Madrid, JM Rubi","Thermodynamics and energy conversion of near-field thermal radiation: Maximum work and efficiency bounds",2014,"EPJ Web of Conferences","EDP Sciences","","https://scholar.google.com/scholar?cites=16808858245844455053&as_sdt=5,33&sciodt=0,33&hl=en&num=20",428,"2018-12-02","CITATION","","","",,,,,2,0.50,1,3,4
3,"Y Chen, Y Xuan","The influence of surface roughness on nanoscale radiative heat flux between two objects",2015,"Journal of Quantitative Spectroscopy and Radiative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407315000254","https://scholar.google.com/scholar?cites=9009398765334606608&as_sdt=5,33&sciodt=0,33&hl=en&num=20",429,"2018-12-02","HTML","","","",,,,,3,1.00,2,2,3
3,"BV Budaev, A Ghafari, DB Bogy","Intense radiative heat transport across a nano-scale gap",2016,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4945575","https://scholar.google.com/scholar?cites=15042810742229848965&as_sdt=5,33&sciodt=0,33&hl=en&num=20",430,"2018-12-02","","","","",,,,,3,1.50,1,3,2
2,"AD Phan, S Shen, LM Woods","Radiative Exchange between Graphitic Nanostructures: A Microscopic Perspective",2013,"The journal of physical chemistry …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/jz402337f","https://scholar.google.com/scholar?cites=7374818707760654851&as_sdt=5,33&sciodt=0,33&hl=en&num=20",431,"2018-12-02","","","","",,,,,2,0.40,1,3,5
2,"JS Wang, J Peng","A microscopic theory for ultra-near-field radiation",2016,"arXiv preprint arXiv:1607.02840","arxiv.org","https://arxiv.org/abs/1607.02840","https://scholar.google.com/scholar?cites=3547199262971699340&as_sdt=5,33&sciodt=0,33&hl=en&num=20",432,"2018-12-02","","","","",,,,,2,1.00,1,2,2
4,"K Isobe, D Hirashima, K Hanamura","Spectrally enhanced near-field radiation transfer using nanometer-sized pillar array structured surfaces",2017,"International Journal of Heat and Mass …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0017931017310840","https://scholar.google.com/scholar?cites=5936431012558162363&as_sdt=5,33&sciodt=0,33&hl=en&num=20",433,"2018-12-02","HTML","","","",,,,,4,4.00,1,3,1
2,"JI Watjen","Study of radiative properties of thin films and near-field radiation for thermophotovoltaic applications",2016,"","smartech.gatech.edu","https://smartech.gatech.edu/handle/1853/54969","https://scholar.google.com/scholar?cites=2516460584875787713&as_sdt=5,33&sciodt=0,33&hl=en&num=20",434,"2018-12-02","","","","",,,,,2,1.00,2,1,2
2,"F Singer, Y Ezzahri, K Joulain","Nonlocal study of the near field radiative heat transfer between two n-doped semiconductors",2015,"International Journal of Heat and Mass …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0017931015006560","https://scholar.google.com/scholar?cites=11061113633063133466&as_sdt=5,33&sciodt=0,33&hl=en&num=20",435,"2018-12-02","HTML","","","",,,,,2,0.67,1,3,3
